طابع زمني,   ما هو معدلك التوجيهي ؟,   ما هو تخصصك الجامعي الحالي؟  (عربي فقط),"   ما مدى اهتمامك بالتكنولوجيا (عندما اخترت تخصصك)  ؟
(1= ضعيف جدا )/ (5 = عالي جدا)","  ما مدى اهتمامك بالمجال الصحي والطبي (عندما اخترت تخصصك)
(1= ضعيف جدا )/ (5 = عالي جدا)","  ما مدى اهتمامك بمجال الأعمال والإدارة (عندما اخترت تخصصك) ؟
(1= ضعيف جدا ) / (5 = عالي جدا)","  ما مدى اهتمامك بالمجالات الفنية والإبداعية  (عندما اخترت تخصصك) ؟   
(1= ضعيف جدا) / (5 = عالي جدا)","   أي وصف يعبّر أكثر عن أسلوب تفكيرك (عندما اخترت تخصصك)
",كيف بتشوف شخصيتك كانت  (عندما اخترت تخصصك) ؟,  أي نوع دراسة تفضّل؟ ,  ما أسلوب العمل الذي تفضّله؟  ,"   ما مدى رضاك عن تخصصك الجامعي الحالي؟  راضٍ جدًا / راضٍ / محايد /غير راضٍ
(1=راض جدا) / (4 = غير راض) ",هل لو كان عندك نظام ذكي يرشدك قبل الجامعة، هل كان ممكن يغيّر اختيارك للتخصص؟ 
10:35:35 م 2026/01/03,93,صيدلة,2,5,4,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
10:37:12 م 2026/01/03,94.45,صيدلة,4,5,3,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,لا
10:37:16 م 2026/01/03,96,علاج طبيعي,5,4,2,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
10:38:11 م 2026/01/03,89,هندسة حاسوب,3,1,4,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),نظري,الاثنين معا,2,نعم
10:38:15 م 2026/01/03,84.4,هندسة قوى كهربائيه,4,2,1,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,نعم
10:38:24 م 2026/01/03,93,General medicine,3,5,2,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
10:39:11 م 2026/01/03,50.30,محاسبه ,3,2,2,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,3,نعم
10:40:11 م 2026/01/03,91,علم حاسوب ,3,4,2,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),4,نعم
10:41:09 م 2026/01/03,70,تخرجت تصميم داخلي وديكور,3,1,4,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,لا
10:41:14 م 2026/01/03,20 من، 30 جيل 2008,لسا,1,1,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,لا
10:41:28 م 2026/01/03,74,التسويق ,3,3,5,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,نعم
10:41:37 م 2026/01/03,83,تخرجت/ بكالوريوس صيدلة,3,4,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,4,نعم
10:43:11 م 2026/01/03,88,هندسة انضمة حاسوب ,3,1,1,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,نعم
10:43:23 م 2026/01/03,90٫2,تغذية سريرية,2,4,2,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,لا
10:44:33 م 2026/01/03,85.1,هندسة كيميائية/صناعات كيميائية ,2,1,4,4,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,3,نعم
10:46:23 م 2026/01/03,85,ذكاء اصطناعي,5,3,2,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
10:46:31 م 2026/01/03,80.7,Digital marketing ,5,3,5,4,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),2,لا
10:47:31 م 2026/01/03,89.85,ادارة وتدريب رياضي ,3,4,3,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
10:48:15 م 2026/01/03,58,هندسة برمجيات,5,2,3,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
10:48:19 م 2026/01/03,87.5,محاسبه بلانجليزي,3,3,3,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),3,لا
10:48:22 م 2026/01/03,90,الإدارة الضريبية والجمركية ,3,1,5,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
10:50:02 م 2026/01/03,96.1,هندسة الحاسوب,3,1,3,2,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,4,لا
10:51:51 م 2026/01/03,91.7,قانون,2,1,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,نعم
10:52:53 م 2026/01/03,71,امن سبراني,4,4,4,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
10:53:10 م 2026/01/03,91,تجميل,4,4,4,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),3,لا
10:53:39 م 2026/01/03,72,طفوله ممبكره ,3,2,3,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,لا
10:53:43 م 2026/01/03,93.9,اللغتين الألمانية والإنجليزية ,3,1,1,5,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,3,نعم
10:54:02 م 2026/01/03,89.8,هندسة كهربائية ,3,1,4,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
10:54:20 م 2026/01/03,75,الادارة السياحية,4,1,4,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
10:54:33 م 2026/01/03,90,علم نفس,1,1,1,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,3,نعم
10:54:54 م 2026/01/03,69٫01,تربيه خاصه ,1,3,1,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,لا
10:55:38 م 2026/01/03,75,ترجمه تطبيقية,5,3,5,5,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
10:56:24 م 2026/01/03,67,علم حاسوب ,5,1,4,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
10:56:25 م 2026/01/03,2.68,تصميم داخلي,3,1,1,5,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,2,لا
10:57:08 م 2026/01/03,94,هندسة حاسب الي ,4,3,3,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,لا
10:57:39 م 2026/01/03,91.4,قبالة ,5,5,1,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,4,لا
10:58:04 م 2026/01/03,60,صيدلة,4,5,3,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,1,نعم
10:58:45 م 2026/01/03,70.2,اللغة العربية وآدابها.,1,1,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,3,لا
10:59:00 م 2026/01/03,86.3,محاسبه وتدقيق,2,3,2,3,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,نعم
10:59:48 م 2026/01/03,95%,حقوق,4,1,3,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
11:00:03 م 2026/01/03,92,طب بشري,1,5,2,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
11:00:24 م 2026/01/03,77,اداره اعمال,3,1,4,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,3,نعم
11:00:37 م 2026/01/03,94,امن سيبراني ,4,3,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,2,نعم
11:01:00 م 2026/01/03,70,دعم لوجستي,5,5,5,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),3,نعم
11:01:06 م 2026/01/03,72,تعقيم,3,3,1,2,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,1,نعم
11:01:22 م 2026/01/03,72,ادب انجليزي _ اسباني,3,1,1,4,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
11:01:47 م 2026/01/03,95.2,طب,4,2,5,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
11:01:51 م 2026/01/03,87.9,هندسة ذكاء اصطناعي ,5,3,1,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,لا
11:02:25 م 2026/01/03,80.5,نظم معلومات ادارية,5,5,3,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
11:02:46 م 2026/01/03,73.15,قانون,2,1,1,1,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
11:04:45 م 2026/01/03,86,هندسة انظمة حاسوب ,5,2,3,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,3,نعم
11:05:00 م 2026/01/03,70,اللغة الانجليزية وآدابها ,4,2,2,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,4,نعم
11:05:32 م 2026/01/03,٩٥.٠٥,صيدلة,1,5,2,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,4,نعم
11:06:49 م 2026/01/03,85,إدارة واتمتة مكاتب ,4,1,5,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,4,لا
11:07:05 م 2026/01/03,سعودي,هندسة ميكاترونكس ,3,2,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,1,لا
11:07:31 م 2026/01/03,70.3,محاسبة تقنية ,3,2,5,5,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
11:07:51 م 2026/01/03,64,اعلام تربوي ,3,2,4,4,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,نعم
11:08:26 م 2026/01/03,78,كيمياء,4,2,2,4,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,1,لا
11:09:01 م 2026/01/03,71.45,هندسة يرمجيات,3,2,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,نعم
11:11:34 م 2026/01/03,87.1,هندسة كهرباء ,3,1,2,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,لا
11:11:57 م 2026/01/03,59.6 ,ادارة الاعمال ,1,1,3,1,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),نظري,العمل الجماعي (ضمن فريق),4,نعم
11:12:24 م 2026/01/03,64.9,تمريض,3,5,3,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,2,نعم
11:12:56 م 2026/01/03,62.3,تقنية معلومات,5,3,4,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
11:13:00 م 2026/01/03,79,انجليزي تتطبيقي ,3,3,3,4,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),2,لا
11:13:13 م 2026/01/03,"٥٩,١٪؜",تمريض عام,3,5,1,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,نعم
11:13:13 م 2026/01/03,95,مختبرات طبية,3,5,2,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),4,لا
11:14:45 م 2026/01/03,87,تربية خاصة,5,2,3,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,نعم
11:15:26 م 2026/01/03,55,تركيبات اسنان ,5,4,2,5,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,لا
11:16:05 م 2026/01/03,90,صيدلة,4,4,3,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,نعم
11:17:02 م 2026/01/03,71.9,تمريض مشارك ,2,5,1,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
11:17:17 م 2026/01/03,85,آداب لغة انجليزية,3,5,1,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,لا
